step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1,prompt_route_mean_0,prompt_route_mean_1,prompt_route_mean_2,prompt_route_mean_3,prompt_route_mean_4,prompt_route_mean_5,prompt_route_mean_6,prompt_route_mean_7,prompt_token_weight_0,prompt_token_weight_1,prompt_token_weight_2,prompt_token_weight_3,prompt_token_weight_4,prompt_token_weight_5,prompt_token_weight_6,prompt_token_weight_7
300.0,1.3609999418258667,0.5851538118591173,0.47679130253463253,0.5842627294415711,0.5851538118591173,0.14075158536434174,0.10390783846378326,0.10439887642860413,0.11694508045911789,0.12072653323411942,0.17047235369682312,0.12889626622200012,0.11390148103237152,0.12598460912704468,0.12487708032131195,0.12443719804286957,0.12548519670963287,0.12485788762569427,0.1248219832777977,0.12503470480442047,0.12450136244297028
600.0,1.0389600992202759,0.5824788230049042,0.5056119836188702,0.5937516167479349,0.5824788230049042,0.13519053161144257,0.12712174654006958,0.12595631182193756,0.14514876902103424,0.12366296350955963,0.11424727737903595,0.11838778108358383,0.11028461903333664,0.12624330818653107,0.12470784038305283,0.12440910190343857,0.12545430660247803,0.12487670034170151,0.12491627782583237,0.12491018325090408,0.12448229640722275
900.0,1.210193395614624,0.5983058403923317,0.514466633051255,0.5990597102052375,0.5983058403923317,0.297274112701416,1.388772874477695e-09,2.1004884498410092e-09,0.328288197517395,0.16893607378005981,1.1816069900305592e-08,1.4620836763512557e-09,0.20550164580345154,0.1262349635362625,0.12445637583732605,0.1242336630821228,0.12512969970703125,0.12498893588781357,0.12528903782367706,0.1250315010547638,0.12463577091693878
1200.0,1.2816499471664429,0.582255907267053,0.4869519523392186,0.5902785395660226,0.582255907267053,0.006698896177113056,0.03348724544048309,0.004781323950737715,0.8870347738265991,0.007037109695374966,0.007912548258900642,0.006078115198761225,0.046970024704933167,0.12604697048664093,0.12415215373039246,0.12447496503591537,0.12530061602592468,0.12499449402093887,0.12520518898963928,0.1251365840435028,0.12468907982110977
1500.0,1.1202094554901123,0.6335265269728043,0.559956050631369,0.6407895480897094,0.6335265269728043,9.982471738112508e-09,1.0482485990337409e-08,0.3628496825695038,1.0219850743453662e-08,0.3266294002532959,0.31052088737487793,1.48853924741843e-08,9.724494987040089e-09,0.12633642554283142,0.1242741271853447,0.12505364418029785,0.12513285875320435,0.12551067769527435,0.12471021711826324,0.1247955709695816,0.12418650835752487
1800.0,0.671352207660675,0.6551493535443602,0.5648462706248676,0.6533560987435468,0.6551493535443602,0.2740851640701294,0.3838376998901367,6.0671824030578136e-05,4.639634454406405e-08,3.9488121217345906e-08,0.019549742341041565,0.3224666118621826,4.094124506082153e-08,0.12693017721176147,0.1242503747344017,0.12510251998901367,0.1248040720820427,0.1257343888282776,0.12441778182983398,0.12480268627405167,0.1239580288529396
2100.0,1.3079023361206055,0.6578243423985733,0.5786234218283262,0.6523657053860933,0.6578243423985733,0.2176249623298645,4.111768703296548e-08,0.0007907713879831135,0.4139871597290039,0.12431621551513672,0.13850142061710358,4.1714233844913906e-08,0.10477934777736664,0.12710925936698914,0.12440389394760132,0.1253463327884674,0.12511757016181946,0.12613262236118317,0.1238522008061409,0.12407944351434708,0.12395871430635452
2400.0,1.004082202911377,0.5913954525189479,0.5470473872049472,0.5982124707251641,0.5913954525189479,0.9999991655349731,9.106225462574002e-08,2.1488705215233495e-07,9.677931700480258e-08,9.17070579475876e-08,9.527838074063766e-08,9.24665357615595e-08,1.840256516061345e-07,0.1272769421339035,0.12438983470201492,0.12499864399433136,0.1252811998128891,0.12612223625183105,0.12362822890281677,0.12427005171775818,0.12403293699026108
2700.0,1.0182055234909058,0.6645118145341061,0.5978394681435498,0.6676313465741354,0.6645118145341061,0.05602080747485161,1.8354754161009623e-07,0.49751001596450806,1.779400946588794e-07,0.1042865589261055,0.34218186140060425,1.745853808188258e-07,1.8415636304780492e-07,0.12714368104934692,0.1250801831483841,0.1250714659690857,0.12536554038524628,0.12592142820358276,0.12350115925073624,0.12361426651477814,0.12430230528116226
3000.0,0.6773728132247925,0.6321890325456977,0.5798465344165211,0.6402557901627184,0.6321890325456977,0.16644886136054993,0.347274512052536,0.4567112922668457,1.8691359571221255e-08,9.77538689994617e-08,0.029558364301919937,6.810752438468626e-06,2.4068366855090062e-08,0.1274653673171997,0.12470852583646774,0.12558139860630035,0.12449566274881363,0.12559279799461365,0.12372669577598572,0.12368170917034149,0.12474782764911652
