step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1,prompt_interaction_mean_0,prompt_interaction_mean_1,prompt_route_mean_0,prompt_route_mean_1,prompt_route_mean_2,prompt_route_mean_3,prompt_route_mean_4,prompt_route_mean_5,prompt_route_mean_6,prompt_route_mean_7,prompt_token_weight_0,prompt_token_weight_1,prompt_token_weight_2,prompt_token_weight_3,prompt_token_weight_4,prompt_token_weight_5,prompt_token_weight_6,prompt_token_weight_7
300.0,1.4289155006408691,0.5329747427502338,0.4614665262677727,0.5506544928031125,0.5329747427502338,0.5156674385070801,0.5751109719276428,0.09171848744153976,0.1685844361782074,0.12669992446899414,0.12061993032693863,0.11178261786699295,0.1274588704109192,0.14913582801818848,0.10399989783763885,0.126680389046669,0.1245374083518982,0.12356257438659668,0.1266585737466812,0.12494166195392609,0.12497062236070633,0.1236473098397255,0.12500150501728058
600.0,1.2476826906204224,0.6010289990645463,0.517504823326863,0.6090173289612429,0.6010289990645463,0.5727061033248901,0.6260672807693481,0.09486040472984314,0.2976980209350586,0.2911917567253113,0.01989220827817917,0.05790995806455612,0.08535867184400558,0.06377752125263214,0.08931144326925278,0.12664881348609924,0.1244664192199707,0.12391570210456848,0.12645700573921204,0.12475625425577164,0.125062495470047,0.12363135069608688,0.12506194412708282
900.0,0.5748125910758972,0.6386810102899907,0.5435137552851776,0.6338091281779203,0.6386810102899907,0.6422475576400757,0.6694163084030151,0.13476862013339996,0.11102291941642761,0.0863327831029892,0.1865232288837433,2.2657590648123005e-07,0.20362427830696106,0.1678857058286667,0.10984225571155548,0.12639544904232025,0.12441349774599075,0.12445420771837234,0.12648089230060577,0.12459173798561096,0.1250845193862915,0.12351550906896591,0.1250641644001007
1200.0,0.808117151260376,0.6052385406922357,0.5248383028004915,0.6072816354180581,0.6052385406922357,0.5851431488990784,0.6066470742225647,0.2915204167366028,0.14515279233455658,0.0072561148554086685,1.6134770703502e-05,0.09284628182649612,0.36703577637672424,1.1356087270542048e-05,0.09616108983755112,0.1265452653169632,0.12425460666418076,0.12459243088960648,0.1272052377462387,0.12419284880161285,0.12518949806690216,0.12348373234272003,0.12453636527061462
1500.0,1.0357306003570557,0.602198316183349,0.5338610751391761,0.6059126003988549,0.602198316183349,0.5643746852874756,0.5705234408378601,0.4455757737159729,0.005743375048041344,1.956321284524165e-05,8.024005637707887e-07,0.005224731285125017,0.5280557870864868,9.239396945304179e-07,0.015379020012915134,0.12692999839782715,0.12446199357509613,0.12505249679088593,0.12680727243423462,0.12397188693284988,0.12441668659448624,0.12439393252134323,0.12396577000617981
1800.0,0.7491288781166077,0.5958840037418148,0.5263277925397507,0.610383202564355,0.5958840037418148,0.6595548987388611,0.6774530410766602,3.1289255275623873e-07,0.28993189334869385,0.12664245069026947,0.24107013642787933,0.13446325063705444,0.20789127051830292,3.112464241894486e-07,3.2001238992052095e-07,0.12762174010276794,0.12477920204401016,0.1250661313533783,0.12662218511104584,0.1233447790145874,0.1246120035648346,0.12443052977323532,0.12352339178323746
2100.0,0.6276635527610779,0.6655753040224509,0.5874651534292545,0.6654069735540735,0.6655753040224509,0.5100425481796265,0.5283077955245972,0.708885669708252,0.001109681441448629,0.0006629964918829501,0.0007911088760010898,0.0005983199807815254,0.1338990181684494,0.15289446711540222,0.0011587876360863447,0.12685620784759521,0.12400489300489426,0.124733105301857,0.12775753438472748,0.12418670207262039,0.12383795529603958,0.12352492660284042,0.12509863078594208
2400.0,0.8383663296699524,0.6145930776426567,0.5553136248611897,0.6232376926805067,0.6145930776426567,0.5362714529037476,0.5450153350830078,0.11443410068750381,9.165106894215569e-05,0.127432718873024,0.11753804236650467,0.07071199268102646,0.08109152317047119,0.11120088398456573,0.3774991035461426,0.12693145871162415,0.1246584951877594,0.12420918792486191,0.1278063952922821,0.1238664761185646,0.12365137785673141,0.12329316884279251,0.12558335065841675
2700.0,0.6558749079704285,0.666043030869972,0.5979625561102994,0.6697060603407161,0.666043030869972,0.5377197265625,0.5547283887863159,0.39245688915252686,0.0493532195687294,0.0570172443985939,0.055627159774303436,0.07142680883407593,0.00902940146625042,0.030885005369782448,0.3342042565345764,0.12577605247497559,0.12507152557373047,0.12455269694328308,0.1278589516878128,0.12348325550556183,0.12391453981399536,0.12361085414886475,0.12573209404945374
3000.0,0.8988499045372009,0.6576239476145931,0.5847907786921999,0.660528180261296,0.6576239476145931,0.4928981363773346,0.5172286033630371,0.6446503400802612,0.002641987055540085,0.002226244891062379,0.007481782231479883,0.00256426353007555,0.003035585628822446,0.00302184303291142,0.3343780040740967,0.1253434717655182,0.12541761994361877,0.12428300082683563,0.1271393895149231,0.1231890395283699,0.12452574819326401,0.12391851097345352,0.12618325650691986
