step,loss,val_accuracy,val_macro_f1,val_weighted_f1,val_micro_f1,prompt_interaction_mean_0,prompt_interaction_mean_1,prompt_route_mean_0,prompt_route_mean_1,prompt_route_mean_2,prompt_route_mean_3,prompt_route_mean_4,prompt_route_mean_5,prompt_route_mean_6,prompt_route_mean_7,prompt_token_weight_0,prompt_token_weight_1,prompt_token_weight_2,prompt_token_weight_3,prompt_token_weight_4,prompt_token_weight_5,prompt_token_weight_6,prompt_token_weight_7
300.0,1.0882340669631958,0.5600787918581747,0.4875436060091148,0.5694940848560327,0.5600787918581747,0.4552493691444397,0.5383319854736328,0.11623406410217285,0.12050333619117737,0.13415294885635376,0.11195214092731476,0.12281502783298492,0.11578565835952759,0.12460751831531525,0.1539492905139923,0.12669549882411957,0.124503955245018,0.12370298057794571,0.12663254141807556,0.12492845952510834,0.12499526888132095,0.1235584169626236,0.12498287856578827
600.0,0.7392301559448242,0.5791201575837164,0.5199035428478472,0.5973582729730642,0.5791201575837164,0.614142656326294,0.5974090695381165,0.10910510271787643,0.12452289462089539,0.1470460295677185,0.14787131547927856,0.10978537052869797,0.12405305355787277,0.12334053218364716,0.11427568644285202,0.12627147138118744,0.12455587834119797,0.12384364753961563,0.12688827514648438,0.1251678764820099,0.12439946085214615,0.12383895367383957,0.1250344067811966
900.0,1.0168511867523193,0.6270518713066316,0.5205810969945877,0.62249450310506,0.6270518713066316,0.5307300090789795,0.5481510758399963,0.11574937403202057,0.1173429787158966,0.1444942206144333,0.15122506022453308,0.1132894977927208,0.11423815786838531,0.11881908774375916,0.1248416155576706,0.1269194483757019,0.12439291179180145,0.12379714846611023,0.12681956589221954,0.12476437538862228,0.12442443519830704,0.12416119128465652,0.12472093850374222
1200.0,0.8825744390487671,0.6082293718537973,0.5180900458524982,0.6175740955034316,0.6082293718537973,0.405464231967926,0.45669054985046387,0.11918801069259644,0.11403699219226837,0.11470650136470795,0.1174619272351265,0.13673071563243866,0.11916495859622955,0.11906255036592484,0.15964838862419128,0.12694014608860016,0.1241566389799118,0.1249261423945427,0.12623794376850128,0.12430059909820557,0.12450341880321503,0.12413279712200165,0.12480228394269943
1500.0,1.0239336490631104,0.6369008535784636,0.5481575651119222,0.6362289658404626,0.6369008535784636,0.408843994140625,0.44344019889831543,0.11236673593521118,0.11311647295951843,0.14271089434623718,0.11276732385158539,0.13620294630527496,0.17821967601776123,0.10908668488264084,0.09552928805351257,0.12655337154865265,0.1236434355378151,0.12513276934623718,0.1263515204191208,0.12456406652927399,0.12445925921201706,0.12392273545265198,0.12537288665771484
1800.0,0.34251177310943604,0.6495950973954914,0.5697986178227539,0.6481479455251293,0.6495950973954914,0.49753323197364807,0.5100064873695374,0.12599892914295197,0.12238875776529312,0.12578122317790985,0.11737612634897232,0.11989564448595047,0.1343238800764084,0.12366417795419693,0.13057126104831696,0.12682080268859863,0.12384855002164841,0.1247156634926796,0.12614066898822784,0.12474048137664795,0.12416999787092209,0.12375731766223907,0.12580646574497223
2100.0,0.49247613549232483,0.6491573648500766,0.5711986527711581,0.6501581135980008,0.6491573648500766,0.35045793652534485,0.35639482736587524,0.11515522748231888,0.13118807971477509,0.1124589666724205,0.1279754489660263,0.12861476838588715,0.12599778175354004,0.1286686658859253,0.12994107604026794,0.1266850233078003,0.12477842718362808,0.12440542131662369,0.1257769912481308,0.12443052232265472,0.12465924769639969,0.12375017255544662,0.1255141645669937
2400.0,0.9848041534423828,0.6323046618516087,0.5403761504912834,0.6398032279237594,0.6323046618516087,0.4320066273212433,0.44909462332725525,0.1277819126844406,0.12701034545898438,0.12066145241260529,0.12352863699197769,0.12888063490390778,0.12333856523036957,0.122254878282547,0.1265435814857483,0.12702199816703796,0.12467459589242935,0.12543509900569916,0.1256612092256546,0.12425100058317184,0.12417292594909668,0.12342965602874756,0.12535355985164642
2700.0,0.8515211939811707,0.6605384110308602,0.5873935667566266,0.6644541758137084,0.6605384110308602,0.49820685386657715,0.5000674724578857,0.12209483236074448,0.12526863813400269,0.12179836630821228,0.12996631860733032,0.12148471176624298,0.12196233868598938,0.12778013944625854,0.12964464724063873,0.12649954855442047,0.12459564954042435,0.1255962997674942,0.12613199651241302,0.12456340342760086,0.12461522966623306,0.12329740077257156,0.1247003898024559
3000.0,0.8384482264518738,0.6404027139417816,0.5810464128125827,0.6518220244554926,0.6404027139417816,0.42909663915634155,0.4353179335594177,0.14167249202728271,0.13145926594734192,0.114679254591465,0.13292478024959564,0.12659063935279846,0.11727609485387802,0.1160956621170044,0.11930183321237564,0.12653863430023193,0.12453620135784149,0.12484349310398102,0.12602797150611877,0.12431523948907852,0.12553706765174866,0.12281513959169388,0.12538626790046692
